,frametime,GoldStandardValence,GoldStandardArousal
5622,224.88,0.1510273,-0.03007566
5623,224.92,0.1493607,-0.03007566
5624,224.96,0.1493607,-0.03007566
5625,225.0,0.1510273,-0.03007566
5626,225.04,0.1510273,-0.03007566
5627,225.08,0.1510273,-0.03007566
5628,225.12,0.1510273,-0.03007566
5629,225.16,0.1510273,-0.03007566
5630,225.2,0.1510273,-0.03007566
5631,225.24,0.1510273,-0.03174232
5632,225.28,0.1510273,-0.02840899
5633,225.32,0.1510273,-0.02507566
5634,225.36,0.1510273,-0.02340899
5635,225.4,0.1510273,-0.02340899
5636,225.44,0.1493607,-0.02507566
5637,225.48,0.147694,-0.02507566
5638,225.52,0.1460273,-0.02674232
5639,225.56,0.147694,-0.02340899
5640,225.6,0.1493607,-0.01840899
5641,225.64,0.1493607,-0.01340899
5642,225.68,0.152694,-0.008408989
5643,225.72,0.152694,-0.001742323
5644,225.76,0.152694,0.001591011
5645,225.8,0.152694,0.006591011
5646,225.84,0.152694,0.006591011
5647,225.88,0.152694,0.009924344
5648,225.92,0.1543607,0.01325768
5649,225.96,0.1543607,0.01825768
5650,226.0,0.1543607,0.02325768
5651,226.04,0.1543607,0.02992434
5652,226.08,0.1543607,0.03325768
5653,226.12,0.1493607,0.03492434
5654,226.16,0.1493607,0.03992434
5655,226.2,0.1493607,0.04492434
5656,226.24,0.1493607,0.04825768
5657,226.28,0.1493607,0.05159101
5658,226.32,0.1510273,0.05159101
5659,226.36,0.1510273,0.05159101
5660,226.4,0.1510273,0.04992434
5661,226.44,0.1510273,0.04992434
5662,226.48,0.152694,0.04992434
5663,226.52,0.1543607,0.04992434
5664,226.56,0.1543607,0.04825768
5665,226.6,0.1543607,0.04825768
5666,226.64,0.1560273,0.04825768
5667,226.68,0.1560273,0.04825768
5668,226.72,0.1560273,0.04825768
5669,226.76,0.157694,0.04825768
5670,226.8,0.157694,0.04825768
5671,226.84,0.157694,0.04825768
5672,226.88,0.157694,0.04992434
5673,226.92,0.157694,0.04992434
5674,226.96,0.157694,0.04825768
5675,227.0,0.1560273,0.04825768
5676,227.04,0.1560273,0.04659101
5677,227.08,0.1560273,0.04825768
5678,227.12,0.1560273,0.04659101
5679,227.16,0.1560273,0.04659101
5680,227.2,0.1560273,0.04659101
5681,227.24,0.1560273,0.04492434
5682,227.28,0.1560273,0.04659101
5683,227.32,0.1560273,0.04659101
5684,227.36,0.1543607,0.04825768
5685,227.4,0.1543607,0.04325768
5686,227.44,0.1560273,0.03492434
5687,227.48,0.167694,0.02992434
5688,227.52,0.172694,0.02992434
5689,227.56,0.172694,0.02992434
5690,227.6,0.172694,0.02992434
5691,227.64,0.172694,0.02992434
5692,227.68,0.1710273,0.02825768
5693,227.72,0.167694,0.02992434
5694,227.76,0.1660273,0.02992434
5695,227.8,0.1643607,0.02825768
5696,227.84,0.1610273,0.02325768
5697,227.88,0.1593607,0.02325768
5698,227.92,0.157694,0.02325768
5699,227.96,0.157694,0.02159101
5700,228.0,0.157694,0.02159101
5701,228.04,0.157694,0.02325768
5702,228.08,0.157694,0.02659101
5703,228.12,0.157694,0.02992434
5704,228.16,0.157694,0.03159101
5705,228.2,0.1560273,0.03325768
5706,228.24,0.1543607,0.03659101
5707,228.28,0.1543607,0.03992434
5708,228.32,0.1543607,0.04159101
5709,228.36,0.1560273,0.04492434
5710,228.4,0.1543607,0.04659101
5711,228.44,0.1560273,0.04659101
5712,228.48,0.1560273,0.04825768
5713,228.52,0.157694,0.04992434
5714,228.56,0.1543607,0.05325768
5715,228.6,0.152694,0.05659101
5716,228.64,0.1510273,0.05825768
5717,228.68,0.1510273,0.06159101
5718,228.72,0.1510273,0.05992434
5719,228.76,0.1510273,0.05992434
5720,228.8,0.1510273,0.05825768
5721,228.84,0.1493607,0.05992434
5722,228.88,0.1493607,0.06159101
5723,228.92,0.147694,0.06159101
5724,228.96,0.147694,0.06325768
5725,229.0,0.1460273,0.06325768
5726,229.04,0.1460273,0.06492434
5727,229.08,0.1443607,0.06492434
5728,229.12,0.1443607,0.06492434
5729,229.16,0.142694,0.06492434
5730,229.2,0.1443607,0.06325768
5731,229.24,0.142694,0.06325768
5732,229.28,0.142694,0.06325768
5733,229.32,0.142694,0.06492434
5734,229.36,0.1410273,0.07325768
5735,229.4,0.1410273,0.07825768
5736,229.44,0.1410273,0.07992434
5737,229.48,0.1410273,0.08159101
5738,229.52,0.1443607,0.08492434
5739,229.56,0.1510273,0.08492434
5740,229.6,0.1510273,0.08325768
5741,229.64,0.1493607,0.08492434
5742,229.68,0.1460273,0.08659101
5743,229.72,0.142694,0.08659101
5744,229.76,0.142694,0.08659101
5745,229.8,0.1393607,0.08992434
5746,229.84,0.1393607,0.09159101
5747,229.88,0.1393607,0.09659101
5748,229.92,0.1393607,0.09992434
5749,229.96,0.1393607,0.1032577
5750,230.0,0.137694,0.106591
5751,230.04,0.1343607,0.106591
5752,230.08,0.1343607,0.106591
5753,230.12,0.1343607,0.1082577
5754,230.16,0.132694,0.1099243
5755,230.2,0.1310273,0.1182577
5756,230.24,0.1293607,0.1232577
5757,230.28,0.127694,0.126591
5758,230.32,0.1260273,0.1282577
5759,230.36,0.1260273,0.1282577
5760,230.4,0.1260273,0.1282577
5761,230.44,0.122694,0.1299243
5762,230.48,0.1210273,0.1299243
5763,230.52,0.1160273,0.1299243
5764,230.56,0.1160273,0.1282577
5765,230.6,0.1143607,0.1299243
5766,230.64,0.1143607,0.1299243
5767,230.68,0.112694,0.1299243
5768,230.72,0.1110273,0.116591
5769,230.76,0.1093607,0.111591
5770,230.8,0.1093607,0.1082577
5771,230.84,0.1043607,0.1032577
5772,230.88,0.102694,0.09825768
5773,230.92,0.102694,0.09325768
5774,230.96,0.09936067,0.09325768
5775,231.0,0.097694,0.08992434
5776,231.04,0.09602733,0.08325768
5777,231.08,0.09436067,0.07325768
5778,231.12,0.09436067,0.06492434
5779,231.16,0.09102733,0.05992434
5780,231.2,0.09102733,0.05992434
5781,231.24,0.08936067,0.05659101
5782,231.28,0.087694,0.04992434
5783,231.32,0.087694,0.04492434
5784,231.36,0.08436067,0.03992434
5785,231.4,0.07602733,0.03325768
5786,231.44,0.07102733,0.02825768
5787,231.48,0.06936067,0.02492434
5788,231.52,0.06936067,0.02159101
5789,231.56,0.07102733,0.01992434
5790,231.6,0.07102733,0.01825768
5791,231.64,0.07102733,0.01492434
5792,231.68,0.07102733,0.01325768
5793,231.72,0.06936067,0.009924344
5794,231.76,0.06936067,0.008257677
5795,231.8,0.067694,0.004924344
5796,231.84,0.06602733,0.001591011
5797,231.88,0.06602733,-7.565593e-05
5798,231.92,0.06436067,-0.006742323
5799,231.96,0.062694,-0.01174232
5800,232.0,0.05936067,-0.01340899
5801,232.04,0.05936067,-0.01507566
5802,232.08,0.057694,-0.01840899
5803,232.12,0.05602733,-0.02007566
5804,232.16,0.05602733,-0.02174232
5805,232.2,0.05602733,-0.02174232
5806,232.24,0.05602733,-0.02340899
5807,232.28,0.05602733,-0.02174232
5808,232.32,0.05602733,-0.02340899
5809,232.36,0.05602733,-0.02174232
5810,232.4,0.052694,-0.02174232
5811,232.44,0.05102733,-0.02340899
5812,232.48,0.047694,-0.02507566
5813,232.52,0.042694,-0.02674232
5814,232.56,0.03936067,-0.03174232
5815,232.6,0.03436067,-0.03674232
5816,232.64,0.03436067,-0.04174232
5817,232.68,0.032694,-0.04340899
5818,232.72,0.032694,-0.04340899
5819,232.76,0.032694,-0.04340899
5820,232.8,0.032694,-0.04507566
5821,232.84,0.032694,-0.04507566
5822,232.88,0.032694,-0.04507566
5823,232.92,0.032694,-0.04674232
5824,232.96,0.02602733,-0.04674232
5825,233.0,0.017694,-0.04840899
5826,233.04,0.012694,-0.05007566
5827,233.08,0.01102733,-0.05174232
5828,233.12,0.01102733,-0.05507566
5829,233.16,0.01102733,-0.05840899
5830,233.2,0.01102733,-0.06007566
5831,233.24,0.01102733,-0.06340899
5832,233.28,0.01102733,-0.06340899
5833,233.32,0.012694,-0.06674232
5834,233.36,0.01602733,-0.06840899
5835,233.4,0.01602733,-0.07007566
5836,233.44,0.017694,-0.07007566
5837,233.48,0.017694,-0.07174232
5838,233.52,0.017694,-0.07174232
5839,233.56,0.01602733,-0.07507566
5840,233.6,0.01602733,-0.08174232
5841,233.64,0.01602733,-0.08674232
5842,233.68,0.017694,-0.08840899
5843,233.72,0.017694,-0.09340899
5844,233.76,0.01936067,-0.09840899
5845,233.8,0.022694,-0.1000757
5846,233.84,0.02436067,-0.103409
5847,233.88,0.02436067,-0.1050757
5848,233.92,0.02602733,-0.1067423
5849,233.96,0.02602733,-0.108409
5850,234.0,0.02602733,-0.1100757
5851,234.04,0.02602733,-0.113409
5852,234.08,0.02602733,-0.1167423
5853,234.12,0.027694,-0.123409
5854,234.16,0.02936067,-0.1267423
5855,234.2,0.03102733,-0.133409
5856,234.24,0.03102733,-0.138409
5857,234.28,0.03102733,-0.138409
5858,234.32,0.032694,-0.1400757
5859,234.36,0.032694,-0.143409
5860,234.4,0.032694,-0.1467423
5861,234.44,0.03102733,-0.153409
5862,234.48,0.02936067,-0.1667423
5863,234.52,0.027694,-0.173409
5864,234.56,0.02602733,-0.1717423
5865,234.6,0.02602733,-0.168409
5866,234.64,0.02602733,-0.1600757
5867,234.68,0.027694,-0.1550757
5868,234.72,0.027694,-0.1517423
5869,234.76,0.02936067,-0.1467423
5870,234.8,0.03102733,-0.143409
5871,234.84,0.03102733,-0.1400757
5872,234.88,0.03102733,-0.1417423
5873,234.92,0.02936067,-0.1417423
5874,234.96,0.02936067,-0.1400757
5875,235.0,0.027694,-0.1367423
5876,235.04,0.027694,-0.133409
5877,235.08,0.02602733,-0.133409
5878,235.12,0.02602733,-0.1317423
5879,235.16,0.02602733,-0.1300757
5880,235.2,0.02602733,-0.1317423
5881,235.24,0.02602733,-0.133409
5882,235.28,0.02602733,-0.1350757
5883,235.32,0.02436067,-0.1317423
5884,235.36,0.02436067,-0.1317423
5885,235.4,0.02602733,-0.1300757
5886,235.44,0.02936067,-0.128409
5887,235.48,0.02936067,-0.128409
5888,235.52,0.032694,-0.1267423
5889,235.56,0.032694,-0.1250757
5890,235.6,0.032694,-0.1250757
5891,235.64,0.03602733,-0.1167423
5892,235.68,0.04102733,-0.113409
5893,235.72,0.042694,-0.1117423
5894,235.76,0.04602733,-0.1117423
5895,235.8,0.04602733,-0.1117423
5896,235.84,0.047694,-0.1117423
5897,235.88,0.047694,-0.1117423
5898,235.92,0.05102733,-0.1117423
5899,235.96,0.052694,-0.1100757
5900,236.0,0.05102733,-0.108409
5901,236.04,0.052694,-0.108409
5902,236.08,0.05436067,-0.1000757
5903,236.12,0.05436067,-0.09507566
5904,236.16,0.05436067,-0.09340899
5905,236.2,0.052694,-0.09340899
5906,236.24,0.052694,-0.09174232
5907,236.28,0.05436067,-0.09174232
5908,236.32,0.052694,-0.09007566
5909,236.36,0.052694,-0.09007566
5910,236.4,0.052694,-0.09007566
5911,236.44,0.05102733,-0.08840899
5912,236.48,0.05102733,-0.08174232
5913,236.52,0.05102733,-0.08007566
5914,236.56,0.04936067,-0.07840899
5915,236.6,0.05102733,-0.07840899
5916,236.64,0.052694,-0.07674232
5917,236.68,0.052694,-0.07674232
5918,236.72,0.052694,-0.07507566
5919,236.76,0.04936067,-0.07507566
5920,236.8,0.04936067,-0.07340899
5921,236.84,0.04936067,-0.07174232
5922,236.88,0.04936067,-0.07007566
5923,236.92,0.04936067,-0.07007566
5924,236.96,0.04936067,-0.06840899
5925,237.0,0.047694,-0.06507566
5926,237.04,0.04602733,-0.06007566
5927,237.08,0.04602733,-0.05674232
5928,237.12,0.04602733,-0.05507566
5929,237.16,0.04436067,-0.05340899
5930,237.2,0.04436067,-0.05174232
5931,237.24,0.04436067,-0.05174232
5932,237.28,0.04436067,-0.05507566
5933,237.32,0.04436067,-0.06174232
5934,237.36,0.04436067,-0.06507566
5935,237.4,0.04436067,-0.06840899
5936,237.44,0.04436067,-0.06340899
5937,237.48,0.04436067,-0.06174232
5938,237.52,0.042694,-0.05674232
5939,237.56,0.04436067,-0.05007566
5940,237.6,0.04436067,-0.03007566
5941,237.64,0.04436067,-0.006742323
5942,237.68,0.04436067,0.006591011
5943,237.72,0.04436067,0.01492434
5944,237.76,0.04436067,0.02492434
5945,237.8,0.04436067,0.03159101
5946,237.84,0.04436067,0.03992434
5947,237.88,0.04436067,0.04325768
5948,237.92,0.04436067,0.04325768
5949,237.96,0.042694,0.04492434
5950,238.0,0.042694,0.04492434
5951,238.04,0.04102733,0.04325768
5952,238.08,0.042694,0.04325768
5953,238.12,0.042694,0.03992434
5954,238.16,0.042694,0.03825768
5955,238.2,0.042694,0.04325768
5956,238.24,0.042694,0.04492434
5957,238.28,0.042694,0.04492434
5958,238.32,0.04602733,0.04992434
5959,238.36,0.04602733,0.05825768
5960,238.4,0.04936067,0.06659101
5961,238.44,0.05102733,0.06659101
5962,238.48,0.052694,0.06825768
5963,238.52,0.052694,0.06992434
5964,238.56,0.05436067,0.07325768
5965,238.6,0.052694,0.07325768
5966,238.64,0.05102733,0.07825768
5967,238.68,0.05102733,0.07992434
5968,238.72,0.05102733,0.08159101
5969,238.76,0.04936067,0.08159101
5970,238.8,0.04936067,0.07992434
5971,238.84,0.05102733,0.07992434
5972,238.88,0.05102733,0.07825768
5973,238.92,0.05102733,0.07659101
5974,238.96,0.05102733,0.06992434
5975,239.0,0.052694,0.06992434
5976,239.04,0.052694,0.07325768
5977,239.08,0.052694,0.07159101
5978,239.12,0.052694,0.06992434
5979,239.16,0.05102733,0.06992434
5980,239.2,0.05102733,0.06659101
5981,239.24,0.05102733,0.06659101
5982,239.28,0.05102733,0.06825768
5983,239.32,0.05102733,0.07159101
5984,239.36,0.05102733,0.07492434
5985,239.4,0.05102733,0.07825768
5986,239.44,0.05436067,0.08159101
5987,239.48,0.06436067,0.08492434
5988,239.52,0.07102733,0.08492434
5989,239.56,0.07602733,0.08492434
5990,239.6,0.07936067,0.08659101
5991,239.64,0.08436067,0.08659101
5992,239.68,0.09102733,0.08992434
5993,239.72,0.09102733,0.08992434
5994,239.76,0.1043607,0.08992434
5995,239.8,0.112694,0.08992434
5996,239.84,0.1160273,0.09325768
5997,239.88,0.1243607,0.09659101
5998,239.92,0.1260273,0.09659101
5999,239.96,0.127694,0.09659101
6000,240.0,0.127694,0.09659101
6001,240.04,0.1293607,0.09659101
6002,240.08,0.132694,0.09659101
6003,240.12,0.132694,0.09659101
6004,240.16,0.1343607,0.09659101
6005,240.2,0.1393607,0.09659101
6006,240.24,0.1410273,0.09659101
6007,240.28,0.1443607,0.09659101
6008,240.32,0.147694,0.09659101
6009,240.36,0.1560273,0.09825768
6010,240.4,0.1560273,0.09825768
6011,240.44,0.1593607,0.09992434
6012,240.48,0.1610273,0.09992434
6013,240.52,0.162694,0.101591
6014,240.56,0.1643607,0.101591
6015,240.6,0.1660273,0.101591
6016,240.64,0.1693607,0.101591
6017,240.68,0.1710273,0.101591
6018,240.72,0.1743607,0.101591
6019,240.76,0.177694,0.09992434
6020,240.8,0.1810273,0.09992434
6021,240.84,0.1860273,0.09825768
6022,240.88,0.187694,0.09492434
6023,240.92,0.1910273,0.09325768
6024,240.96,0.1910273,0.09325768
6025,241.0,0.1943607,0.09159101
6026,241.04,0.1943607,0.09159101
6027,241.08,0.1960273,0.08992434
6028,241.12,0.1960273,0.08992434
6029,241.16,0.1960273,0.08825768
6030,241.2,0.197694,0.08659101
6031,241.24,0.197694,0.08659101
6032,241.28,0.1993607,0.07825768
6033,241.32,0.2010273,0.07159101
6034,241.36,0.2043607,0.06659101
6035,241.4,0.2060273,0.06492434
6036,241.44,0.2060273,0.06492434
6037,241.48,0.207694,0.06492434
6038,241.52,0.2093607,0.06492434
6039,241.56,0.2110273,0.06492434
6040,241.6,0.212694,0.06325768
6041,241.64,0.2143607,0.06325768
6042,241.68,0.217694,0.06325768
6043,241.72,0.2193607,0.06325768
6044,241.76,0.2193607,0.06659101
6045,241.8,0.222694,0.06659101
6046,241.84,0.2260273,0.06825768
6047,241.88,0.227694,0.06659101
6048,241.92,0.2310273,0.06325768
6049,241.96,0.2293607,0.06325768
6050,242.0,0.2310273,0.06492434
6051,242.04,0.2360273,0.06325768
6052,242.08,0.2360273,0.06492434
6053,242.12,0.2393607,0.06492434
6054,242.16,0.2410273,0.06325768
6055,242.2,0.2443607,0.05992434
6056,242.24,0.2460273,0.05992434
6057,242.28,0.247694,0.06159101
6058,242.32,0.247694,0.06325768
6059,242.36,0.247694,0.06659101
6060,242.4,0.247694,0.06825768
6061,242.44,0.2510273,0.06825768
6062,242.48,0.2543607,0.06825768
6063,242.52,0.2560273,0.06825768
6064,242.56,0.2610273,0.06659101
6065,242.6,0.2610273,0.06659101
6066,242.64,0.262694,0.06659101
6067,242.68,0.2643607,0.06659101
6068,242.72,0.2643607,0.06659101
6069,242.76,0.262694,0.06992434
6070,242.8,0.2660273,0.07159101
6071,242.84,0.2660273,0.07159101
6072,242.88,0.2660273,0.07325768
6073,242.92,0.267694,0.07492434
6074,242.96,0.2693607,0.07825768
6075,243.0,0.2693607,0.08159101
6076,243.04,0.2693607,0.08325768
6077,243.08,0.2693607,0.08492434
6078,243.12,0.2710273,0.08492434
6079,243.16,0.272694,0.08159101
6080,243.2,0.272694,0.08159101
6081,243.24,0.272694,0.08159101
6082,243.28,0.2760273,0.08159101
6083,243.32,0.2760273,0.08159101
6084,243.36,0.277694,0.08492434
6085,243.4,0.2793607,0.08492434
6086,243.44,0.2810273,0.08825768
6087,243.48,0.2843607,0.08825768
6088,243.52,0.2860273,0.09325768
6089,243.56,0.2893607,0.09825768
6090,243.6,0.2910273,0.09992434
6091,243.64,0.2910273,0.101591
6092,243.68,0.292694,0.1049243
6093,243.72,0.297694,0.1049243
6094,243.76,0.2993607,0.1082577
6095,243.8,0.2993607,0.111591
6096,243.84,0.3010273,0.1149243
6097,243.88,0.3010273,0.1199243
6098,243.92,0.3010273,0.126591
6099,243.96,0.3010273,0.1332577
6100,244.0,0.302694,0.1382577
6101,244.04,0.3043607,0.141591
6102,244.08,0.3060273,0.146591
6103,244.12,0.3110273,0.1482577
6104,244.16,0.3160273,0.1499243
6105,244.2,0.3210273,0.1549243
6106,244.24,0.3243607,0.156591
6107,244.28,0.322694,0.1599243
6108,244.32,0.3243607,0.161591
6109,244.36,0.322694,0.1649243
6110,244.4,0.3243607,0.1649243
6111,244.44,0.3260273,0.166591
6112,244.48,0.3260273,0.166591
6113,244.52,0.3260273,0.166591
6114,244.56,0.327694,0.1682577
6115,244.6,0.327694,0.1682577
6116,244.64,0.322694,0.1699243
6117,244.68,0.322694,0.1699243
6118,244.72,0.3193607,0.1699243
6119,244.76,0.3210273,0.171591
6120,244.8,0.3210273,0.1732577
6121,244.84,0.322694,0.1749243
6122,244.88,0.3210273,0.1749243
6123,244.92,0.3210273,0.176591
6124,244.96,0.3210273,0.176591
6125,245.0,0.3210273,0.176591
6126,245.04,0.3210273,0.176591
6127,245.08,0.317694,0.176591
6128,245.12,0.3160273,0.1749243
6129,245.16,0.3143607,0.1682577
6130,245.2,0.312694,0.1649243
6131,245.24,0.307694,0.1632577
6132,245.28,0.302694,0.1632577
6133,245.32,0.3010273,0.1632577
6134,245.36,0.297694,0.161591
6135,245.4,0.2960273,0.1632577
6136,245.44,0.2943607,0.1632577
6137,245.48,0.2943607,0.1632577
6138,245.52,0.292694,0.161591
6139,245.56,0.2910273,0.1599243
6140,245.6,0.2910273,0.1599243
6141,245.64,0.2893607,0.1599243
6142,245.68,0.287694,0.1599243
6143,245.72,0.2843607,0.161591
6144,245.76,0.282694,0.1632577
6145,245.8,0.2810273,0.161591
6146,245.84,0.2810273,0.161591
6147,245.88,0.2793607,0.161591
6148,245.92,0.277694,0.1599243
6149,245.96,0.2760273,0.1532577
6150,246.0,0.272694,0.1499243
6151,246.04,0.2710273,0.1482577
6152,246.08,0.267694,0.1449243
6153,246.12,0.2643607,0.1432577
6154,246.16,0.262694,0.1432577
6155,246.2,0.2610273,0.1432577
6156,246.24,0.2610273,0.1432577
6157,246.28,0.2593607,0.1432577
6158,246.32,0.2560273,0.1399243
6159,246.36,0.2493607,0.1399243
6160,246.4,0.2443607,0.1382577
6161,246.44,0.2410273,0.136591
6162,246.48,0.237694,0.1332577
6163,246.52,0.232694,0.1332577
6164,246.56,0.2293607,0.1282577
6165,246.6,0.227694,0.126591
6166,246.64,0.2260273,0.1232577
6167,246.68,0.2243607,0.1199243
6168,246.72,0.222694,0.1199243
6169,246.76,0.222694,0.1199243
6170,246.8,0.222694,0.1182577
6171,246.84,0.2210273,0.1182577
6172,246.88,0.2193607,0.1182577
6173,246.92,0.217694,0.1182577
6174,246.96,0.217694,0.116591
6175,247.0,0.217694,0.116591
6176,247.04,0.217694,0.1149243
6177,247.08,0.217694,0.1132577
6178,247.12,0.217694,0.1132577
6179,247.16,0.2193607,0.1082577
6180,247.2,0.2193607,0.106591
6181,247.24,0.2193607,0.106591
6182,247.28,0.2193607,0.1032577
6183,247.32,0.2193607,0.1032577
6184,247.36,0.2210273,0.101591
6185,247.4,0.2210273,0.101591
6186,247.44,0.2193607,0.09992434
6187,247.48,0.2193607,0.09992434
6188,247.52,0.2210273,0.09825768
6189,247.56,0.222694,0.09659101
6190,247.6,0.222694,0.09492434
6191,247.64,0.2243607,0.09159101
6192,247.68,0.2243607,0.08825768
6193,247.72,0.2243607,0.08659101
6194,247.76,0.227694,0.08492434
6195,247.8,0.2293607,0.08492434
6196,247.84,0.2310273,0.08492434
6197,247.88,0.232694,0.08492434
6198,247.92,0.2343607,0.08492434
6199,247.96,0.2343607,0.08492434
6200,248.0,0.2360273,0.08325768
6201,248.04,0.2360273,0.08159101
6202,248.08,0.2343607,0.08159101
6203,248.12,0.2343607,0.07992434
6204,248.16,0.2343607,0.07325768
6205,248.2,0.232694,0.07159101
6206,248.24,0.2310273,0.06992434
6207,248.28,0.2293607,0.06992434
6208,248.32,0.227694,0.06825768
6209,248.36,0.2243607,0.06492434
6210,248.4,0.222694,0.06325768
6211,248.44,0.2193607,0.06159101
6212,248.48,0.2160273,0.06159101
6213,248.52,0.2143607,0.05992434
6214,248.56,0.2110273,0.05992434
6215,248.6,0.2093607,0.05825768
6216,248.64,0.2093607,0.05659101
6217,248.68,0.207694,0.05659101
6218,248.72,0.2060273,0.05492434
6219,248.76,0.2060273,0.04992434
6220,248.8,0.2060273,0.04492434
6221,248.84,0.202694,0.04325768
6222,248.88,0.202694,0.03825768
6223,248.92,0.202694,0.03492434
6224,248.96,0.2010273,0.03492434
6225,249.0,0.1993607,0.03492434
6226,249.04,0.197694,0.03325768
6227,249.08,0.197694,0.02992434
6228,249.12,0.1960273,0.02492434
6229,249.16,0.1960273,0.02159101
6230,249.2,0.1960273,0.01659101
6231,249.24,0.1960273,0.01659101
6232,249.28,0.1943607,0.009924344
6233,249.32,0.1943607,0.006591011
6234,249.36,0.1943607,0.006591011
6235,249.4,0.1943607,0.003257677
6236,249.44,0.192694,0.003257677
6237,249.48,0.192694,0.001591011
6238,249.52,0.192694,-7.565593e-05
6239,249.56,0.192694,-0.001742323
6240,249.6,0.192694,-0.001742323
6241,249.64,0.192694,-0.001742323
6242,249.68,0.192694,-0.001742323
6243,249.72,0.1910273,-7.565593e-05
6244,249.76,0.1910273,-0.003408989
6245,249.8,0.1910273,-0.005075656
6246,249.84,0.1893607,-0.005075656
6247,249.88,0.187694,-0.005075656
6248,249.92,0.182694,-0.003408989
6249,249.96,0.1810273,-0.005075656
6250,250.0,0.1810273,-0.008408989
6251,250.04,0.177694,-0.01007566
6252,250.08,0.177694,-0.01340899
6253,250.12,0.1743607,-0.01674232
6254,250.16,0.172694,-0.02007566
6255,250.2,0.1710273,-0.02507566
6256,250.24,0.167694,-0.03007566
6257,250.28,0.167694,-0.03340899
6258,250.32,0.167694,-0.03674232
6259,250.36,0.1643607,-0.04007566
6260,250.4,0.162694,-0.04507566
6261,250.44,0.162694,-0.05007566
6262,250.48,0.1610273,-0.05507566
6263,250.52,0.157694,-0.06174232
6264,250.56,0.1560273,-0.07007566
6265,250.6,0.1543607,-0.07340899
6266,250.64,0.152694,-0.08174232
6267,250.68,0.1493607,-0.08840899
6268,250.72,0.147694,-0.09507566
6269,250.76,0.147694,-0.1000757
6270,250.8,0.1443607,-0.108409
6271,250.84,0.1393607,-0.1117423
6272,250.88,0.137694,-0.1167423
6273,250.92,0.1360273,-0.118409
6274,250.96,0.1343607,-0.1217423
6275,251.0,0.1343607,-0.1250757
6276,251.04,0.132694,-0.1267423
6277,251.08,0.1310273,-0.128409
6278,251.12,0.1293607,-0.1317423
6279,251.16,0.127694,-0.133409
6280,251.2,0.127694,-0.1350757
6281,251.24,0.1260273,-0.1367423
6282,251.28,0.1243607,-0.1367423
6283,251.32,0.1243607,-0.1367423
6284,251.36,0.1243607,-0.1367423
6285,251.4,0.1243607,-0.1367423
6286,251.44,0.1243607,-0.1367423
6287,251.48,0.1243607,-0.1400757
6288,251.52,0.1243607,-0.143409
6289,251.56,0.1243607,-0.148409
6290,251.6,0.1243607,-0.1517423
6291,251.64,0.1243607,-0.1517423
6292,251.68,0.1243607,-0.1517423
6293,251.72,0.1243607,-0.1517423
6294,251.76,0.1243607,-0.1517423
6295,251.8,0.1243607,-0.153409
6296,251.84,0.1243607,-0.1550757
6297,251.88,0.1243607,-0.1550757
6298,251.92,0.1243607,-0.1567423
6299,251.96,0.1243607,-0.1617423
6300,252.0,0.1243607,-0.1650757
6301,252.04,0.1243607,-0.1667423
6302,252.08,0.1243607,-0.168409
6303,252.12,0.1243607,-0.168409
6304,252.16,0.1243607,-0.1700757
6305,252.2,0.1243607,-0.1717423
6306,252.24,0.1243607,-0.1717423
6307,252.28,0.1243607,-0.173409
6308,252.32,0.1243607,-0.178409
6309,252.36,0.1243607,-0.183409
6310,252.4,0.122694,-0.1867423
6311,252.44,0.122694,-0.1900757
6312,252.48,0.122694,-0.1950757
6313,252.52,0.122694,-0.1967423
6314,252.56,0.1210273,-0.2017423
6315,252.6,0.1210273,-0.203409
6316,252.64,0.1210273,-0.2067423
6317,252.68,0.1193607,-0.2100757
6318,252.72,0.1193607,-0.2117423
6319,252.76,0.1193607,-0.213409
6320,252.8,0.117694,-0.213409
6321,252.84,0.117694,-0.218409
6322,252.88,0.117694,-0.228409
6323,252.92,0.117694,-0.2300757
6324,252.96,0.1160273,-0.233409
6325,253.0,0.1160273,-0.2350757
6326,253.04,0.1143607,-0.2350757
6327,253.08,0.112694,-0.2350757
6328,253.12,0.112694,-0.238409
6329,253.16,0.1093607,-0.238409
6330,253.2,0.107694,-0.2400757
6331,253.24,0.107694,-0.2400757
6332,253.28,0.1060273,-0.2417423
6333,253.32,0.1060273,-0.243409
6334,253.36,0.102694,-0.2467423
6335,253.4,0.102694,-0.2467423
6336,253.44,0.1010273,-0.2467423
6337,253.48,0.1010273,-0.2467423
6338,253.52,0.097694,-0.2467423
6339,253.56,0.097694,-0.2467423
6340,253.6,0.097694,-0.2467423
6341,253.64,0.09602733,-0.2467423
6342,253.68,0.09602733,-0.2467423
6343,253.72,0.09602733,-0.2467423
6344,253.76,0.09602733,-0.2467423
6345,253.8,0.09602733,-0.2467423
6346,253.84,0.09436067,-0.2450757
6347,253.88,0.092694,-0.2417423
6348,253.92,0.09102733,-0.2400757
6349,253.96,0.08936067,-0.2400757
6350,254.0,0.087694,-0.2417423
6351,254.04,0.08936067,-0.2417423
6352,254.08,0.08936067,-0.243409
6353,254.12,0.08936067,-0.2417423
6354,254.16,0.08936067,-0.2417423
6355,254.2,0.08936067,-0.2417423
6356,254.24,0.08936067,-0.2417423
6357,254.28,0.09102733,-0.2417423
