@relation AU_intensity_openFACE_mean_stddev

@attribute frametime numeric
@attribute AU01_r_mean numeric
@attribute AU02_r_mean numeric
@attribute AU04_r_mean numeric
@attribute AU05_r_mean numeric
@attribute AU06_r_mean numeric
@attribute AU07_r_mean numeric
@attribute AU09_r_mean numeric
@attribute AU10_r_mean numeric
@attribute AU12_r_mean numeric
@attribute AU14_r_mean numeric
@attribute AU15_r_mean numeric
@attribute AU17_r_mean numeric
@attribute AU20_r_mean numeric
@attribute AU23_r_mean numeric
@attribute AU25_r_mean numeric
@attribute AU26_r_mean numeric
@attribute AU45_r_mean numeric
@attribute AU01_r_std numeric
@attribute AU02_r_std numeric
@attribute AU04_r_std numeric
@attribute AU05_r_std numeric
@attribute AU06_r_std numeric
@attribute AU07_r_std numeric
@attribute AU09_r_std numeric
@attribute AU10_r_std numeric
@attribute AU12_r_std numeric
@attribute AU14_r_std numeric
@attribute AU15_r_std numeric
@attribute AU17_r_std numeric
@attribute AU20_r_std numeric
@attribute AU23_r_std numeric
@attribute AU25_r_std numeric
@attribute AU26_r_std numeric
@attribute AU45_r_std numeric


@data
236.8,0.699324,0,0.01174914,0,1.444651,1.829646,0.06394508,1.224871,1.368154,0.9377325,0.2098406,0.8475612,0.6746023,0,1.661115,0.8884632,0,0.7118753,0,0.02016383,0,0.5366772,0.689802,0.08888386,0.4531056,0.4984575,0.3833158,0.1822874,0.355489,0.4364008,0,0.6270642,0.3624174,0
237.2,0.6681598,0,0.01656867,0,1.668099,2.091799,0.1036687,1.400922,1.542951,1.066716,0.2253236,0.9596173,0.8404873,0,1.868777,0.9794726,0,0.7152644,0,0.02319062,0,0.1308952,0.1712425,0.1169629,0.1061078,0.1154009,0.1977395,0.1723212,0.1965328,0.3815004,0,0.2220092,0.2055441,0
237.6,0.4472654,0,0.01746511,0,1.700116,2.115949,0.1652352,1.413023,1.519516,1.120992,0.260484,0.9701457,0.987904,0,1.793083,0.8642046,0,0.6234049,0,0.02328139,0,0.1245409,0.1811373,0.1614771,0.1012193,0.1003133,0.1640128,0.1680364,0.1844439,0.309897,0,0.2482159,0.2574773,0
238,0.2301257,0,0.02148333,0,1.737772,2.176061,0.2294048,1.425264,1.507355,1.13818,0.2602658,0.9456853,1.079625,0,1.699422,0.79097,0.001860554,0.4227628,0,0.02573635,0,0.1443557,0.1868226,0.1800468,0.09534486,0.08644117,0.145197,0.1598609,0.1821919,0.2102052,0,0.2166167,0.2365082,0.01244838
238.4,0.06700192,0,0.02300814,0,1.8019,2.235086,0.3039752,1.427339,1.53279,1.187326,0.2264767,0.9408091,1.070694,0,1.714747,0.8111697,0.05847346,0.1301391,0,0.02509032,0,0.1574332,0.1675101,0.1989251,0.1032976,0.1159939,0.1796251,0.1623718,0.1763761,0.2163176,0,0.2350237,0.2517195,0.170564
238.8,0.02103513,0,0.0330624,0,1.880714,2.263257,0.3693948,1.447256,1.592408,1.237287,0.1779208,0.8918954,0.998807,0.0002197333,1.731621,0.8733167,0.1144736,0.05899227,0,0.03116177,0,0.1404313,0.1585677,0.1923224,0.08345251,0.1357373,0.1853227,0.1651767,0.1915037,0.303762,0.001367426,0.2694004,0.3191338,0.2157556
239.2,0.00014848,0,0.0392223,0,1.913346,2.308071,0.394753,1.459815,1.61937,1.304269,0.1275774,0.8515296,0.8862386,0.02654244,1.645987,0.9779392,0.3412573,0.001263829,0,0.03485221,0,0.1326314,0.1559243,0.1743529,0.09339116,0.1271368,0.2440423,0.1383584,0.1619329,0.4055303,0.1028524,0.4202788,0.4180957,0.5949418
239.6,0.01201934,0,0.06262238,0.006437927,1.943592,2.189692,0.3997859,1.588639,1.686916,1.432445,0.1397444,0.7823647,0.7725955,0.082789,1.472643,0.860962,0.5599814,0.05375378,0,0.09560638,0.02515833,0.1926279,0.3857398,0.1986052,0.3243868,0.1886631,0.40305,0.1759075,0.2841809,0.4967229,0.2131861,0.6093142,0.5055436,0.7731302
240,0.1208852,0.02200787,0.1674243,0.008837927,2.115276,2.098281,0.48859,1.6987,1.765421,1.603345,0.1716946,0.6480099,0.6239101,0.1961518,1.296715,0.7295148,0.5717512,0.3012149,0.08194366,0.2972961,0.02678443,0.4506137,0.4597801,0.2363404,0.3923655,0.2457681,0.5458143,0.2176002,0.3679644,0.536026,0.339666,0.6211246,0.5794208,0.7659399
240.4,0.3402652,0.08111245,0.287555,0.008837927,2.304591,2.067152,0.547486,1.766631,1.844083,1.804358,0.1360952,0.533045,0.4512471,0.3142332,1.250627,0.6503318,0.5721539,0.5986502,0.1781294,0.4019754,0.02678443,0.5647669,0.4585495,0.2637676,0.3891322,0.2583669,0.5847099,0.2190038,0.4143434,0.4977741,0.4015266,0.6103275,0.629546,0.7656372
240.8,0.5223492,0.1518925,0.3999676,0.008837927,2.446386,1.998212,0.6011939,1.833384,1.889065,1.973104,0.1020966,0.4039342,0.2792976,0.4242029,1.234148,0.5959013,0.578045,0.6728945,0.2394675,0.4283288,0.02678443,0.5808224,0.4543576,0.2812257,0.3736366,0.2322257,0.5643626,0.2104124,0.4079152,0.3868877,0.4144313,0.6084995,0.6617575,0.7615159
241.2,0.5647768,0.159637,0.4532057,0.008957359,2.466967,1.899029,0.6493542,1.885927,1.876776,2.139772,0.07705757,0.3097257,0.151621,0.5651612,1.087738,0.5079239,0.5915734,0.6646328,0.2394283,0.4185601,0.02694714,0.5751892,0.4361249,0.3031683,0.3402721,0.2557106,0.4920041,0.2017534,0.3936014,0.2764927,0.4445579,0.6186722,0.6816041,0.7601227
241.6,0.5653712,0.1598013,0.6801462,0.008957359,2.455293,1.91148,0.5640005,1.961753,1.852,2.218296,0.0778523,0.3592896,0.0470471,0.5941134,0.9372849,0.5458327,0.5144037,0.6641403,0.2393202,0.585362,0.02694714,0.5828164,0.4535258,0.3703624,0.3158928,0.2686264,0.4446196,0.2015824,0.4592378,0.1045713,0.4150764,0.4798096,0.7281099,0.7844607
242,0.5664805,0.1647412,0.9363541,0.008957359,2.452876,1.875834,0.5117306,2.04987,1.80545,2.323838,0.08860057,0.3722724,0.01515813,0.640314,0.8256644,0.4373296,0.3960999,0.6632509,0.2367166,0.6878061,0.02694714,0.5885847,0.4721511,0.410852,0.2838146,0.3293668,0.3786095,0.2011842,0.4835064,0.05215662,0.3869549,0.4739331,0.6123287,0.7541225
242.4,0.7539213,0.1738085,1.038095,0.008057715,2.562984,1.887655,0.617734,2.032677,1.757896,2.243099,0.1492322,0.2687136,0,0.6556716,0.7809071,0.3291749,0.121543,0.6790537,0.2324577,0.6175965,0.02609507,0.5379196,0.4483227,0.4054347,0.2607873,0.3532237,0.5104641,0.2393024,0.4487132,0,0.3650265,0.4357521,0.5725022,0.2675805
242.8,0.9074469,0.1808462,1.158611,0,2.577736,2.022952,0.6824935,1.950875,1.684314,2.057405,0.1166128,0.2687136,0,0.6078847,0.8684529,0.3291749,0.06868229,0.7034386,0.2285961,0.5402483,0,0.5243723,0.407942,0.4308215,0.2308308,0.3399331,0.6514295,0.1721987,0.4487132,0,0.3529998,0.365252,0.5725022,0.08681098
243.2,0.7978006,0.1292055,1.11474,0.110196,2.410804,2.093144,0.6265086,1.91277,1.579763,1.791822,0.1385686,0.3060162,0,0.5723459,0.7902342,0.3291984,0.1963629,0.7037602,0.1968241,0.599007,0.3673551,0.5056059,0.3965235,0.4666495,0.2359149,0.2457976,0.7419646,0.1686286,0.4515989,0,0.3747351,0.4117246,0.5724886,0.3889709
243.6,0.7561964,0.06442444,1.026395,0.1903977,2.222591,2.122612,0.4988964,1.887353,1.532569,1.825157,0.1385686,0.3541008,0,0.4768086,0.7590945,0.3608843,0.2352802,0.7207376,0.1120717,0.6875647,0.4078643,0.418664,0.383027,0.4903831,0.2343265,0.1946272,0.8265342,0.1686286,0.4383615,0,0.4005326,0.3909299,0.5613167,0.3902788
244,0.8189809,0.03068925,0.931227,0.1926165,2.159142,2.19837,0.3972927,1.915638,1.521616,1.93655,0.1348544,0.4138947,0,0.3636144,0.7725908,0.4675208,0.3078598,0.742038,0.05201584,0.7495322,0.4043807,0.4017411,0.3683396,0.4975879,0.2447101,0.1896766,0.9473433,0.1693774,0.4262585,0,0.3914494,0.3991922,0.575562,0.4101482
244.4,0.9246034,0.03068925,0.8485725,0.1926165,2.177318,2.275837,0.3365679,1.960783,1.485261,2.127942,0.127721,0.4248277,0,0.2780988,0.8748066,0.5241791,0.4036458,0.6824936,0.05201584,0.7265325,0.4043807,0.3957391,0.3783664,0.4839193,0.2530195,0.1847863,1.099453,0.1723682,0.4124739,0,0.3043235,0.4454414,0.5839563,0.451186
244.8,0.9270802,0.03019059,0.6203324,0.1926165,2.196193,2.230077,0.3365679,1.968641,1.441741,2.246035,0.1271244,0.3647276,0,0.2600264,0.9660728,0.5316311,0.6404265,0.6792823,0.05226925,0.6136509,0.4043807,0.3918881,0.3592394,0.4839193,0.2629459,0.2088255,1.177487,0.1727477,0.3251217,0,0.3094364,0.436568,0.5907536,0.6218089
245.2,0.8410726,0.0211781,0.4431583,0.1926165,2.186648,2.283552,0.2670909,2.025615,1.405241,2.54764,0.08853361,0.3700088,0,0.2719486,1.024094,0.6100866,0.9737945,0.7080462,0.04784159,0.4849245,0.4043807,0.3511644,0.2669513,0.4584032,0.250879,0.2415803,1.245626,0.1499233,0.3231547,0,0.3060337,0.3923376,0.5917594,0.8401081
245.6,0.6380855,0.01213753,0.3642793,0.2110538,2.070102,2.164145,0.157413,2.049666,1.299677,2.692174,0.09929925,0.3734318,0.007226287,0.3186112,1.004448,0.6689673,1.220898,0.6956593,0.03824477,0.4242279,0.4030056,0.2843578,0.4582551,0.3507058,0.2544734,0.3366559,1.190899,0.2677604,0.3203082,0.03048114,0.3751069,0.454278,0.571497,0.9118315
246,0.519021,0.006821773,0.2974984,0.1955564,1.970385,1.920178,0.1096551,2.037485,1.233722,2.782375,0.07691616,0.3709481,0.007226287,0.4880102,0.8786822,0.6689673,1.181843,0.6306613,0.02486173,0.2731486,0.381015,0.1963005,0.734568,0.223573,0.2690465,0.3536492,1.073901,0.2643316,0.3078096,0.03048114,0.6334957,0.5621343,0.571497,0.9436279
246.4,0.5466651,0.01253663,0.338728,0.07685103,1.979493,1.762129,0.1564454,2.009509,1.182599,2.885536,0.08978452,0.3325547,0.007226287,0.6159499,0.7932981,0.6485452,1.145632,0.6222203,0.03401817,0.3158851,0.1543468,0.2035974,0.7961559,0.2488997,0.3012641,0.3429956,0.9150603,0.2691005,0.3202391,0.03048114,0.6961151,0.5726331,0.5886747,0.9471837
246.8,0.3182287,0.01253663,0.330316,0.03943096,1.890688,1.686819,0.1564454,1.920109,1.184237,2.713862,0.1608374,0.2911392,0.007226287,0.702314,0.7106546,0.5921334,1.260408,0.4328505,0.03401817,0.3230481,0.0900254,0.3231293,0.7702597,0.2488997,0.397333,0.3424598,0.948106,0.3073411,0.3340004,0.03048114,0.6610674,0.5893372,0.6114472,0.924593
247.2,0.1703876,0.01253663,0.3003279,0.03943096,1.811792,1.561108,0.1748925,1.841712,1.193996,2.52429,0.1894764,0.1954454,0.007226287,0.8368383,0.5729108,0.4426195,1.368312,0.3043476,0.03401817,0.3397537,0.0900254,0.3397777,0.6653124,0.2444883,0.4131074,0.3473626,0.9104848,0.307561,0.2839788,0.03048114,0.6153817,0.5405756,0.5985286,0.8892193
247.6,0.1258459,0.01253663,0.2683387,0.03943096,1.790472,1.502401,0.2028546,1.776901,1.260958,2.384291,0.2295615,0.123202,0.007226287,0.9740769,0.4067686,0.2788898,1.368783,0.273832,0.03401817,0.354195,0.0900254,0.3232113,0.6080121,0.2347007,0.3826986,0.4204221,0.8270691,0.2998976,0.2508815,0.03048114,0.5291647,0.4232191,0.511511,0.879058
248,0.1665783,0.01392951,0.2470609,0.04282572,1.816608,1.463048,0.255449,1.72823,1.387695,2.188582,0.2805608,0.03656148,0.007226287,1.090402,0.2839961,0.09578016,1.229984,0.3106583,0.03422288,0.3635846,0.09223048,0.3712336,0.5660304,0.2301223,0.334267,0.4616542,0.7233603,0.2938465,0.0783989,0.03048114,0.4513896,0.307536,0.2546587,0.8266219
248.4,0.2408326,0.01474616,0.2550566,0.06318157,1.776197,1.491009,0.3299532,1.676466,1.502719,1.852027,0.3246505,0.08132207,0.002661327,1.080151,0.1696976,0.003248216,1.035383,0.4108961,0.03477383,0.3596719,0.1246633,0.3646751,0.5808113,0.2566953,0.2806292,0.3929012,0.5343757,0.302765,0.2007876,0.01744903,0.497488,0.153208,0.02654954,0.5908291
248.8,0.3925759,0.04056449,0.2068415,0.06591106,1.7709,1.630387,0.2910516,1.664419,1.547233,1.845157,0.3267923,0.08618361,0,1.015623,0.1762874,0,1.054964,0.7501484,0.1182273,0.3418112,0.1308225,0.3811446,0.5520519,0.2588592,0.2837131,0.373624,0.6175678,0.2736765,0.2097395,0,0.5276607,0.1395001,0,0.534905
249.2,0.416627,0.05156666,0.1190713,0.05222276,1.768834,1.834579,0.2349952,1.679698,1.646738,1.852235,0.3671736,0.07801524,0,0.8338231,0.1988004,0.002664123,1.211515,0.9248862,0.1571098,0.2518392,0.1330409,0.4095471,0.3282803,0.2432577,0.3043429,0.2765374,0.6813213,0.2678158,0.2217315,0,0.434412,0.1337139,0.01574374,0.3592937
249.6,0.487972,0.05940534,0.1260251,0.05824639,1.807216,1.890814,0.265531,1.69914,1.623594,1.733235,0.3411122,0.09264309,0,0.8274271,0.1889633,0.003163646,1.193076,0.9925357,0.1699655,0.266062,0.1442977,0.4725246,0.3626749,0.248668,0.3859665,0.3816664,0.7524521,0.2795378,0.2391557,0,0.4667572,0.1410135,0.01713811,0.3909954
250,0.5804367,0.05940534,0.2342225,0.05824639,1.69646,1.644791,0.2958489,1.526337,1.452383,1.409301,0.2780277,0.09327531,0,0.6290273,0.1616263,0.006956966,0.896464,0.9911983,0.1699655,0.4070355,0.1442977,0.7431123,0.7249798,0.242107,0.6782776,0.6534278,0.9514208,0.2950075,0.2389162,0,0.5479991,0.1516612,0.02132795,0.5951531
250.4,0.6661768,0.05940534,0.2924148,0.05824639,1.448536,1.303353,0.2832398,1.229252,1.190387,0.9478446,0.2332725,0.09327531,0,0.4196218,0.1141076,0.006956966,0.6000277,0.9848084,0.1699655,0.4231841,0.1442977,0.9327682,0.9535493,0.2640304,0.8273096,0.7880943,0.8917899,0.3126164,0.2389162,0,0.555507,0.1475615,0.02132795,0.6128558
250.8,0.7725549,0.07619496,0.3269268,0.06347585,1.115738,0.9226905,0.2377292,0.929616,0.8655986,0.504882,0.1684698,0.09776555,0.01800105,0.2002505,0.08183736,0.03655772,0.3596304,1.069785,0.192587,0.4358065,0.1466552,1.024715,0.9946205,0.2889784,0.8913107,0.8062351,0.5615875,0.3186941,0.2431801,0.1183509,0.4507909,0.1581394,0.1910709,0.5565117
251.2,1.698014,0.3804864,0.5399051,0.03912046,1.128902,0.5078752,0.1091222,0.6788847,0.9353235,0.5033707,0.02641511,0.006455792,0.2506041,0,0.1827278,0.2772392,0.08623837,1.918313,0.5983808,0.5169244,0.0763228,1.016119,0.88374,0.2088046,0.6670736,0.8972423,0.5138588,0.05534042,0.0292238,0.4545608,0,0.2586254,0.4828621,0.2438417
251.6,2.276252,0.5457346,0.6619366,0.09206948,1.158774,0.3442247,0.0678727,0.5551574,0.9961668,0.467107,0.01458033,0.001295339,0.4555824,0,0.3655912,0.7288765,0.01796758,2.223954,0.6534015,0.5491144,0.1622191,0.9612589,0.6413541,0.1500062,0.5365896,0.8671452,0.4953034,0.04377818,0.004115311,0.5726854,0,0.4296993,1.016439,0.07685629
252,2.523386,0.5942452,0.6825659,0.2136013,1.044579,0.3992096,0.05531912,0.4722841,0.9566237,0.380715,0.01092517,0.001141655,0.4870434,0,0.4234977,1.06379,0,2.248261,0.6330489,0.5311674,0.3263361,0.895083,0.5758927,0.1420699,0.4046216,0.8249913,0.4924823,0.03994547,0.003882047,0.5339217,0,0.41088,1.195464,0
252.4,2.880417,0.5633147,0.6695694,0.3268282,1.008566,0.5358555,0.04730186,0.484317,0.9813085,0.3255389,0.01563485,0.002290985,0.4840668,0,0.4234515,1.291011,0,2.252669,0.5956862,0.4935503,0.4213046,0.8316202,0.6304272,0.1326667,0.3755214,0.764665,0.4744444,0.04269712,0.006273948,0.4938247,0,0.3797367,1.236286,0
252.8,3.342465,0.5564317,0.6678973,0.3920261,0.966819,0.6200878,0.02223758,0.4605897,0.9937303,0.2670183,0.01662917,0.002667074,0.5156912,0,0.4351237,1.565054,0,2.175184,0.5752944,0.4466123,0.4118454,0.7647247,0.6520767,0.09353724,0.3344423,0.7168291,0.4586384,0.04192734,0.007542947,0.4603066,0,0.3646813,1.202936,0
253.2,3.965794,0.6187292,0.709434,0.497754,1.000302,0.8190255,0,0.4765239,1.071652,0.2366372,0.01662917,0.00502421,0.5743503,0,0.4945969,1.94246,0,1.876137,0.5393383,0.4074277,0.4042342,0.7074337,0.6990343,0,0.2864732,0.6537718,0.4584413,0.04192734,0.01376475,0.416027,0,0.3255771,1.078891,0
253.6,4.650726,0.7142221,0.8165404,0.5979935,1.099439,1.068285,0,0.5484223,1.211498,0.2366372,0.01952874,0.01622126,0.6292667,0,0.5302251,2.319798,0,1.004201,0.484783,0.2924368,0.358643,0.60239,0.6900958,0,0.21453,0.498646,0.4584413,0.04177804,0.04273055,0.3592213,0,0.2827221,0.7666795,0
254,4.849381,0.6531578,0.8282828,0.62048,0.9773013,1.256213,0,0.5245561,1.139299,0.118786,0.01900797,0.02110681,0.5636729,0,0.4892078,2.510857,0,0.5922445,0.4538184,0.2720091,0.3265755,0.4530085,0.5984444,0,0.1506827,0.3391167,0.2946257,0.04133115,0.04863849,0.3520236,0,0.3057431,0.5467987,0
254.4,4.852424,0.5293304,0.7196644,0.6505829,0.8197405,1.490289,0,0.4833071,1.033284,0.01062019,0.01900797,0.02271574,0.4206987,0,0.3797604,2.621546,0,0.5928668,0.3178426,0.2420589,0.2873347,0.2096405,0.3690952,0,0.1203315,0.159989,0.05239202,0.04133115,0.04854575,0.2494865,0,0.2975642,0.3603532,0
254.8,4.856295,0.513433,0.6664506,0.5715909,0.7701572,1.45572,0,0.4749347,1.093379,0.0461986,0.01900797,0.03973862,0.3662079,0,0.2532251,2.37251,0,0.5935921,0.3016843,0.2078319,0.3274351,0.1519729,0.3889991,0,0.1131495,0.2326479,0.1455576,0.04133115,0.06588157,0.1473147,0,0.2066753,0.587876,0
255.2,4.989838,0.6458035,0.6676256,0.448574,0.7989056,1.434333,0,0.4878156,1.191029,0.1007071,0.01819307,0.06733496,0.3611223,0,0.1941485,2.1712,0,0.02927884,0.4828276,0.2053512,0.3116731,0.121328,0.4176081,0,0.1029493,0.2421765,0.1978914,0.04150966,0.09530197,0.1505455,0,0.2034386,0.7849941,0
255.6,4.993747,0.8734565,0.5971683,0.3635271,0.8372624,1.470226,0,0.4575243,1.214626,0.1008238,0.003478172,0.06617251,0.2920451,0,0.1443588,1.944193,0,0.02641518,0.6270072,0.2945774,0.3276876,0.1402388,0.4375015,0,0.1264022,0.2360171,0.1978338,0.009798948,0.09593525,0.178695,0,0.198053,0.8898463,0
256,4.961214,0.9485546,0.510417,0.2504054,0.8679335,1.395976,0,0.3987618,1.228426,0.1008238,0.005023669,0.06931462,0.2384123,0.01055056,0.0788492,1.658484,0,0.1485627,0.5872063,0.3460557,0.2770405,0.180736,0.4749297,0,0.1525704,0.2402333,0.1978338,0.01380145,0.09441675,0.1945533,0.04492006,0.1283158,0.9736775,0
256.4,4.951038,0.9588336,0.4118543,0.1644575,0.9289713,1.261568,0,0.338567,1.257943,0.1008238,0.003782173,0.06446163,0.1833803,0.01055056,0.03424432,1.363138,0,0.1490378,0.5771846,0.3705017,0.2300224,0.2184807,0.5148214,0,0.1950886,0.2261603,0.1978338,0.0127881,0.09655936,0.1949413,0.04492006,0.06643014,0.922376,0
256.8,4.951038,1.015607,0.2851374,0.1143338,1.015065,1.055909,0,0.298501,1.300766,0.1008238,0.002426825,0.05069511,0.1438701,0.01055056,0.02896932,1.067716,0,0.1490378,0.5431929,0.318209,0.1719126,0.2276218,0.6171967,0,0.1928937,0.2094029,0.1978338,0.01107633,0.09175439,0.1964648,0.04492006,0.05416403,0.7868935,0
257.2,4.950376,1.069986,0.2474185,0.07728608,1.045533,0.9221514,0,0.2557092,1.32956,0.1021863,0.005749649,0.06310537,0.122419,0.01425269,0.040584,0.8556402,0,0.1499442,0.515189,0.3126589,0.1296011,0.2260578,0.5921729,0,0.1837698,0.2001717,0.1988296,0.02062301,0.1004968,0.2012969,0.04713129,0.07561577,0.5466381,0
257.6,4.947944,1.078893,0.2294116,0.06302318,1.047522,0.9996112,0,0.2938563,1.322006,0.09192462,0.03572933,0.1177771,0.1466899,0.01425269,0.040584,0.875019,0,0.1495186,0.5178112,0.2998534,0.1147399,0.2214211,0.6766244,0,0.2367757,0.200534,0.1947799,0.07761284,0.1848495,0.2269005,0.04713129,0.07561577,0.5720688,0
258,4.947944,0.9674007,0.1744147,0.1081422,1.075484,1.297748,0,0.3623346,1.275864,0.01846003,0.05855275,0.1762224,0.1678807,0.01425269,0.040584,1.073314,0,0.1495186,0.5483013,0.2222298,0.1539158,0.2154166,0.9352801,0,0.3373274,0.1271683,0.07482398,0.09315285,0.2696473,0.2570627,0.04713129,0.07561577,0.7067432,0
258.4,4.879438,0.7380038,0.1492545,0.1612398,1.088914,1.401266,0,0.4319485,1.263889,0,0.09686259,0.2813175,0.232929,0.01425269,0.040584,1.174415,0,0.3307009,0.3662833,0.1943422,0.1844677,0.2174862,0.9997625,0,0.3917643,0.1406584,0,0.1235758,0.3541447,0.305218,0.04713129,0.07561577,0.747519,0
258.8,4.882521,0.630082,0.1871938,0.1750074,1.094104,1.623271,0,0.5269877,1.258741,0,0.1376291,0.3969735,0.3289806,0.01273217,0.04099323,1.335561,0,0.3307302,0.3038236,0.2132841,0.1775156,0.2189949,1.090959,0,0.4160619,0.1382522,0,0.1366552,0.3879978,0.3329275,0.04421745,0.07564518,0.7337335,0
259.2,4.737998,0.6720185,0.2462411,0.3014477,1.026763,1.668741,0,0.6344027,1.192318,0.0408261,0.1458528,0.5139334,0.3737964,0.07125517,0.08744778,1.408416,0,0.6723081,0.4720502,0.2266863,0.3407827,0.2868484,1.094729,0,0.4315685,0.2744261,0.212388,0.1339946,0.4285611,0.3497591,0.2092441,0.1624109,0.7361259,0
259.6,4.335581,0.5747716,0.2588098,0.3264501,1.01283,1.773078,0.0003125,0.8456044,1.109754,0.2184271,0.2278944,0.7892741,0.625568,0.2193526,0.08271438,1.347445,0,1.151274,0.4909189,0.2198498,0.3347404,0.2755443,0.9871167,0.002348241,0.4973064,0.3404056,0.4911149,0.2641609,0.6289014,0.5883454,0.4708431,0.1615365,0.819479,0
260,3.870381,0.4522909,0.2578276,0.2909916,0.9473031,1.877526,0.00607354,1.011745,0.9357878,0.3469849,0.4341555,1.162979,0.818172,0.3617438,0.05654344,1.279818,0,1.479574,0.5015199,0.2208529,0.3487897,0.2705166,0.8359957,0.01976634,0.4570879,0.4536544,0.5401909,0.5038477,0.8581929,0.6156846,0.5821526,0.1549973,0.9021178,0
260.4,3.598788,0.377791,0.2021337,0.2817906,1.042414,1.805926,0.005992559,1.155462,0.9030691,0.6459891,0.6190275,1.382029,0.8982046,0.3537967,0.05507718,1.040586,0.002546555,1.442903,0.5082782,0.2215475,0.3518956,0.3108377,0.8468324,0.01964485,0.4313425,0.4489068,0.8386898,0.6173532,0.816354,0.5775423,0.5814331,0.1542194,0.9551423,0.0090762
260.8,3.263641,0.2755508,0.1467898,0.2388259,1.083038,1.673714,0.005992559,1.236993,0.8637558,0.8635016,0.7522669,1.520626,0.8868653,0.3537967,0.05507718,0.767771,0.002554875,1.373098,0.4914194,0.2070098,0.3624198,0.3093559,0.799103,0.01964485,0.4232462,0.424431,0.8745703,0.6256075,0.7595175,0.5871868,0.5814331,0.1542194,0.912061,0.00907412
261.2,2.802453,0.2326393,0.1233717,0.1885068,1.09026,1.492132,0.005992559,1.27837,0.8186421,0.9648106,0.7909745,1.671227,0.8023857,0.3537967,0.05507718,0.5382029,0.009922116,1.289834,0.4974677,0.2039774,0.362315,0.3125809,0.6514154,0.01964485,0.4197776,0.382225,0.810567,0.602886,0.7354638,0.6469429,0.5814331,0.1542194,0.7452419,0.02213182
261.6,2.412868,0.1910276,0.1124424,0.1636781,1.118621,1.382069,0.005992559,1.365451,0.7942512,1.06375,0.8564928,1.780962,0.7604925,0.3537967,0.05587902,0.3839658,0.01738938,1.125142,0.5014282,0.2060496,0.3610484,0.3062265,0.5217259,0.01964485,0.3693948,0.3570164,0.7278548,0.5703405,0.6509853,0.6707252,0.5814331,0.1539794,0.6168017,0.03463919
262,1.960044,0.02345028,0.04412094,0.07454079,1.128171,1.287367,0.005992559,1.4455,0.769696,1.158554,0.9284074,1.940904,0.7235968,0.3334007,0.01687594,0.1994659,0.01738938,0.6339482,0.08060308,0.1049898,0.2267374,0.2794774,0.3222672,0.01964485,0.2523461,0.3297887,0.6212458,0.5070318,0.4657252,0.6839312,0.5828789,0.04533006,0.2190495,0.03463919
262.4,1.837188,0.01737021,0.009165489,0.003045641,1.163602,1.357708,0.005992559,1.425077,0.7650167,1.107684,0.9867333,1.976973,0.5771798,0.2526952,0.004831008,0.2318891,0.01738938,0.6068656,0.07520646,0.02403107,0.01107041,0.2173231,0.25685,0.01964485,0.1355696,0.3097474,0.6058647,0.4343301,0.4335638,0.6384356,0.5696944,0.01295936,0.2338775,0.03463919
262.8,1.849814,0,0.01335868,0,1.18047,1.391575,0.001750243,1.406857,0.8381277,1.069744,0.8951233,1.873184,0.3285716,0.03661232,0.003601842,0.2808681,0.01738938,0.5843485,0,0.02686216,0,0.2029473,0.2330947,0.009875727,0.1380722,0.2208541,0.6169518,0.4212033,0.3015228,0.3594617,0.1763839,0.01089847,0.222422,0.03463919
263.2,1.674406,0,0.01416282,0,1.188779,1.452937,0,1.403596,0.8692331,0.9413113,0.762765,1.798896,0.2106346,0,0.003601842,0.3110437,0.01665975,0.5272406,0,0.02735505,0,0.121208,0.1677855,0,0.1309209,0.1424558,0.5601334,0.33623,0.2494545,0.2088839,0,0.01089847,0.1990518,0.03465119
263.6,1.373474,0,0.02426018,0,1.152201,1.482932,0,1.346498,0.8406487,0.7279725,0.6702752,1.767391,0.1493883,0,0.005603236,0.3770014,0.09273305,0.4236852,0,0.03788665,0,0.06706627,0.1690494,0,0.1058679,0.1477264,0.1887844,0.2055666,0.2587861,0.1476243,0,0.01353832,0.166194,0.2852109
264,1.200474,0,0.02836615,0,1.166961,1.510676,0,1.303645,0.8361869,0.7055178,0.6006469,1.724907,0.1416141,0,0.006243914,0.4447932,0.3289843,0.4265262,0,0.04715925,0,0.07152385,0.2015915,0,0.1531972,0.1474635,0.1234816,0.2399891,0.2270651,0.1261155,0,0.01438035,0.2145958,0.6553126
264.4,1.002014,0,0.02977657,0,1.1499,1.570664,0.0003136,1.260491,0.8279741,0.7337371,0.4981809,1.658179,0.1268466,0.0016,0.1375368,0.6633983,0.6026792,0.5540443,0,0.04693323,0,0.08211413,0.2408068,0.002715856,0.1755981,0.142813,0.1497843,0.2967032,0.3170385,0.1258289,0.007466097,0.3989866,0.5750611,0.8839826
264.8,0.8023362,0,0.0367798,0,1.1923,1.650412,0.00972244,1.268009,0.8497935,0.7927693,0.4133425,1.638184,0.11845,0.01029475,0.2030098,0.7097522,0.6814555,0.6056883,0,0.05281672,0,0.1326696,0.3147317,0.0362214,0.1814653,0.1688375,0.1994988,0.3328087,0.3403204,0.126215,0.02646541,0.5121305,0.5977666,0.8986305
